+4.0000000000000001e-03 +6.4745019919298902e-02
+8.0000000000000002e-03 +1.2823573099866711e-01
+1.2000000000000000e-02 +1.9147063323647914e-01
+1.6000000000000000e-02 +2.5444440677666336e-01
+2.0000000000000000e-02 +3.1714652807873894e-01
+2.4000000000000000e-02 +3.7955996629604549e-01
+2.8000000000000001e-02 +4.4165997497069409e-01
+3.2000000000000001e-02 +5.0341300172896197e-01
+3.6000000000000004e-02 +5.6477574667103347e-01
+4.0000000000000008e-02 +6.2569440793828701e-01
+4.4000000000000011e-02 +6.8610415967121507e-01
+4.8000000000000015e-02 +7.4592891222573254e-01
+5.2000000000000018e-02 +8.0508140594970601e-01
+5.6000000000000022e-02 +8.6346368686199659e-01
+6.0000000000000026e-02 +9.2096800418343927e-01
+6.4000000000000029e-02 +9.7747815514935243e-01
+6.8000000000000033e-02 +1.0328712817783419e+00
+7.2000000000000036e-02 +1.0870200979815601e+00
+7.6000000000000040e-02 +1.1397954952199427e+00
+8.0000000000000043e-02 +1.1910694434545268e+00
+8.4000000000000047e-02 +1.2407180747441269e+00
+8.8000000000000050e-02 +1.2886248132397289e+00
+9.2000000000000054e-02 +1.3346834010112727e+00
+9.6000000000000058e-02 +1.3788006667828450e+00
+1.0000000000000006e-01 +1.4208988955058424e+00
+1.0400000000000006e-01 +1.4609176802768384e+00
+1.0800000000000007e-01 +1.4988151721461855e+00
+1.1200000000000007e-01 +1.5345686841558535e+00
+1.1600000000000008e-01 +1.5681746489438582e+00
+1.2000000000000008e-01 +1.5996479698272779e+00
+1.2400000000000008e-01 +1.6290208394395789e+00
+1.2800000000000009e-01 +1.6563411249539792e+00
+1.3200000000000009e-01 +1.6816704333375629e+00
+1.3600000000000009e-01 +1.7050819740566561e+00
+1.4000000000000010e-01 +1.7266583314817163e+00
+1.4400000000000010e-01 +1.7464892469920530e+00
+1.4800000000000010e-01 +1.7646694938761238e+00
+1.5200000000000011e-01 +1.7812969089414163e+00
+1.5600000000000011e-01 +1.7964706253466260e+00
+1.6000000000000011e-01 +1.8102895331232483e+00
+1.6400000000000012e-01 +1.8228509782078428e+00
+1.6800000000000012e-01 +1.8342496981084022e+00
+1.7200000000000013e-01 +1.8445769827182625e+00
+1.7600000000000013e-01 +1.8539200421093813e+00
+1.8000000000000013e-01 +1.8623615590332689e+00
+1.8400000000000014e-01 +1.8699794018848150e+00
+1.8800000000000014e-01 +1.8768464735689825e+00
+1.9200000000000014e-01 +1.8830306726045472e+00
+1.9600000000000015e-01 +1.8885949445086727e+00
+2.0000000000000015e-01 +1.8935974037050074e+00
+2.0400000000000015e-01 +1.8980915086307475e+00
+2.0800000000000016e-01 +1.9021262751950825e+00
+2.1200000000000016e-01 +1.9057465161302811e+00
+2.1600000000000016e-01 +1.9089930959919155e+00
+2.2000000000000017e-01 +1.9119031935576094e+00
+2.2400000000000017e-01 +1.9145105651227303e+00
+2.2800000000000017e-01 +1.9168458036944900e+00
+2.3200000000000018e-01 +1.9189365903537263e+00
+2.3600000000000018e-01 +1.9208079351048284e+00
+2.4000000000000019e-01 +1.9224824053916589e+00
+2.4400000000000019e-01 +1.9239803411452729e+00
+2.4800000000000019e-01 +1.9253200557717935e+00
+2.5200000000000017e-01 +1.9265180229087806e+00
+2.5600000000000017e-01 +1.9275890490964287e+00
+2.6000000000000018e-01 +1.9285464327443607e+00
+2.6400000000000018e-01 +1.9294021099415852e+00
+2.6800000000000018e-01 +1.9301667877699951e+00
+2.7200000000000019e-01 +1.9308500658520458e+00
+2.7600000000000019e-01 +1.9314605469005153e+00
+2.8000000000000019e-01 +1.9320059370503535e+00
+2.8400000000000020e-01 +1.9324931367458971e+00
+2.8800000000000020e-01 +1.9329283229363057e+00
+2.9200000000000020e-01 +1.9333170233020074e+00
+2.9600000000000021e-01 +1.9336641831984231e+00
+3.0000000000000021e-01 +1.9339742259627513e+00
+3.0400000000000021e-01 +1.9342511071870574e+00
+3.0800000000000022e-01 +1.9344983635177042e+00
+3.1200000000000022e-01 +1.9347191564984170e+00
+3.1600000000000023e-01 +1.9349163119326926e+00
+3.2000000000000023e-01 +1.9350923552014081e+00
+3.2400000000000023e-01 +1.9352495429336789e+00
+3.2800000000000024e-01 +1.9353898913935204e+00
+3.3200000000000024e-01 +1.9355152019117174e+00
+3.3600000000000024e-01 +1.9356270836615597e+00
+3.4000000000000025e-01 +1.9357269740487943e+00
+3.4400000000000025e-01 +1.9358161569600352e+00
+3.4800000000000025e-01 +1.9358957790900766e+00
+3.5200000000000026e-01 +1.9359668645467520e+00
+3.5600000000000026e-01 +1.9360303279122031e+00
+3.6000000000000026e-01 +1.9360869859214198e+00
+3.6400000000000027e-01 +1.9361375679026165e+00
+3.6800000000000027e-01 +1.9361827251092754e+00
+3.7200000000000027e-01 +1.9362230390603608e+00
+3.7600000000000028e-01 +1.9362590289931947e+00
+3.8000000000000028e-01 +1.9362911585226814e+00
+3.8400000000000029e-01 +1.9363198415907958e+00
+3.8800000000000029e-01 +1.9363454477815303e+00
+3.9200000000000029e-01 +1.9363683070685949e+00
+3.9600000000000030e-01 +1.9363887140561282e+00
+4.0000000000000002e-01 +1.9364069317663053e+00

