+0.0000000000000000e+00 +1.0000000000000000e+00 +8.5542257783331732e-01
+4.0000000000000003e-05 +1.0000000000000000e+00 +8.5542257783331732e-01

+4.0000000000000003e-05 +1.0000000000000000e+00 +8.4394718922322298e-01
+8.0000000000000007e-05 +1.0000000000000000e+00 +8.4394718922322298e-01

+8.0000000000000007e-05 +1.0000000000000000e+00 +8.3201777979277003e-01
+1.2000000000000002e-04 +1.0000000000000000e+00 +8.3201777979277003e-01

+1.2000000000000002e-04 +1.0000000000000000e+00 +8.1966691013805415e-01
+1.6000000000000001e-04 +1.0000000000000000e+00 +8.1966691013805415e-01

+1.6000000000000001e-04 +1.0000000000000000e+00 +8.0676498750780778e-01
+2.0000000000000001e-04 +1.0000000000000000e+00 +8.0676498750780778e-01

+2.0000000000000001e-04 +1.0000000000000000e+00 +7.9266904822891249e-01
+2.4000000000000003e-04 +1.0000000000000000e+00 +7.9266904822891249e-01

+2.4000000000000003e-04 +1.0000000000000000e+00 +7.7782252496598547e-01
+2.8000000000000003e-04 +1.0000000000000000e+00 +7.7782252496598547e-01

+2.8000000000000003e-04 +1.0000000000000000e+00 +7.6174019245680824e-01
+3.2000000000000003e-04 +1.0000000000000000e+00 +7.6174019245680824e-01

+3.2000000000000003e-04 +1.0000000000000000e+00 +7.4441933823664341e-01
+3.6000000000000002e-04 +1.0000000000000000e+00 +7.4441933823664341e-01

+3.6000000000000002e-04 +1.0000000000000000e+00 +7.2533301898436187e-01
+4.0000000000000002e-04 +1.0000000000000000e+00 +7.2533301898436187e-01

+4.0000000000000002e-04 +1.0000000000000000e+00 +7.0449912350484256e-01
+4.4000000000000002e-04 +1.0000000000000000e+00 +7.0449912350484256e-01

+4.4000000000000002e-04 +1.0000000000000000e+00 +6.8121409441269698e-01
+4.8000000000000007e-04 +1.0000000000000000e+00 +6.8121409441269698e-01

+4.8000000000000007e-04 +1.0000000000000000e+00 +6.5482712758642958e-01
+5.2000000000000006e-04 +1.0000000000000000e+00 +6.5482712758642958e-01

+5.2000000000000006e-04 +1.0000000000000000e+00 +6.2462422059855882e-01
+5.6000000000000006e-04 +1.0000000000000000e+00 +6.2462422059855882e-01

+5.6000000000000006e-04 +1.0000000000000000e+00 +5.8931990260880385e-01
+6.0000000000000006e-04 +1.0000000000000000e+00 +5.8931990260880385e-01

+6.0000000000000006e-04 +1.0000000000000000e+00 +5.4671646576007848e-01
+6.4000000000000005e-04 +1.0000000000000000e+00 +5.4671646576007848e-01

+6.4000000000000005e-04 +1.0000000000000000e+00 +4.9281993536927871e-01
+6.8000000000000005e-04 +1.0000000000000000e+00 +4.9281993536927871e-01

+6.8000000000000005e-04 +1.0000000000000000e+00 +4.1858117682739793e-01
+7.2000000000000005e-04 +1.0000000000000000e+00 +4.1858117682739793e-01

+7.2000000000000005e-04 +1.0000000000000000e+00 +2.9065402355257813e-01
+7.6000000000000004e-04 +1.0000000000000000e+00 +2.9065402355257813e-01

+7.6000000000000004e-04 +1.0000000000000000e+00 +3.3533377855636433e-02
+8.0000000000000004e-04 +1.0000000000000000e+00 +3.3533377855636433e-02

+8.0000000000000004e-04 +1.0000000000000000e+00 +1.0658891776232861e-09
+8.4000000000000003e-04 +1.0000000000000000e+00 +1.0658891776232861e-09

